transaction_id,account_id,ticker,transaction_type,transaction_date,quantity,price_per_share,total_amount,cost_basis_method,status
TXN0280,ACC033,NVDA,SELL,2023-05-06,41,138.4,5674.4,FIFO,PROCESSED
TXN0281,ACC042,GOOGL,BUY,2022-09-29,74,337.78,24995.72,FIFO,PROCESSED
TXN0282,ACC001,JPM,BUY,2021-02-03,18,190.32,3425.76,LIFO,PENDING
TXN0283,ACC029,JPM,BUY,2020-06-18,72,429.08,30893.76,SPEC_ID,PROCESSED
TXN0284,ACC019,GOOGL,SELL,2023-03-04,4,,,LIFO,PROCESSED
TXN0285,ACC024,AAPL,SELL,2023-01-23,71,433.1,30750.1,FIFO,PROCESSED
TXN0286,ACC003,JPM,SELL,2021-12-14,55,126.81,6974.55,FIFO,PENDING
TXN0287,ACC048,META,SELL,2020-12-05,57,698.97,39841.29,SPEC_ID,PROCESSED
TXN0288,ACC035,TSLA,BUY,2021-10-24,18,638.64,11495.52,FIFO,PENDING
TXN0289,ACC007,GOOGL,SELL,2020-05-01,38,479.55,18222.9,FIFO,ERROR
TXN0290,ACC016,NVDA,SELL,2020-10-18,84,145.17,12194.28,SPEC_ID,PENDING
TXN0291,ACC050,MSFT,SELL,2022-11-21,81,251.54,20374.74,FIFO,PROCESSED
TXN0292,ACC001,MSFT,SELL,2023-07-24,89,752.25,66950.25,FIFO,PROCESSED
TXN0293,ACC032,TSLA,SELL,2024-08-23,9,646.76,5820.84,FIFO,PROCESSED
TXN0294,ACC044,AAPL,BUY,2020-07-22,44,460.48,20261.12,LIFO,PROCESSED
TXN0295,ACC028,AMZN,BUY,2024-12-11,0,143.18,0.0,FIFO,PENDING
TXN0296,ACC006,META,BUY,2020-04-16,21,705.82,14822.22,LIFO,PENDING
TXN0297,ACC046,MSFT,BUY,2021-03-13,81,279.13,22609.53,LIFO,PROCESSED
TXN0298,ACC045,META,BUY,2024-10-27,0,149.52,0.0,LIFO,PROCESSED
TXN0299,ACC007,MSFT,SELL,2022-01-22,89,149.13,13272.57,FIFO,PROCESSED
TXN0300,ACC044,GOOGL,BUY,2022-12-22,18,337.04,6066.72,SPEC_ID,PENDING
TXN0301,ACC048,GOOGL,SELL,2023-06-15,2,507.74,1015.48,LIFO,PROCESSED
TXN0302,ACC025,META,SELL,2021-10-06,28,115.02,3220.56,FIFO,PROCESSED
TXN0303,ACC039,TSLA,BUY,2024-10-02,32,257.73,8247.36,FIFO,PROCESSED
TXN0304,ACC004,AMZN,SELL,2022-03-01,27,438.31,11834.37,FIFO,PROCESSED
TXN0305,ACC024,META,BUY,2022-03-03,31,424.69,13165.39,SPEC_ID,PROCESSED
TXN0306,ACC050,MSFT,BUY,2023-04-17,54,324.06,17499.24,FIFO,PROCESSED
TXN0307,ACC033,TSLA,SELL,2022-05-17,2,246.64,493.28,LIFO,PROCESSED
TXN0308,ACC006,AMZN,BUY,2023-01-03,11,530.4,5834.4,FIFO,PROCESSED
TXN0309,ACC020,NVDA,BUY,2020-04-28,51,489.83,24981.33,FIFO,PROCESSED
TXN0310,ACC043,GOOGL,BUY,2020-01-26,12,743.47,8921.64,FIFO,PROCESSED
TXN0311,ACC047,TSLA,BUY,2022-01-31,90,58.51,5265.9,FIFO,PROCESSED
TXN0312,ACC002,META,SELL,2021-07-11,96,635.84,61040.64,SPEC_ID,PROCESSED
TXN0313,ACC033,META,BUY,2022-10-20,9,247.21,2224.89,SPEC_ID,ERROR
TXN0314,ACC047,MSFT,BUY,2024-02-26,22,325.77,7166.94,SPEC_ID,PROCESSED
TXN0315,ACC025,GOOGL,BUY,2024-10-22,1,83.03,83.03,FIFO,PENDING
TXN0316,ACC016,NVDA,SELL,2021-07-09,71,652.34,46316.14,FIFO,PROCESSED
TXN0317,ACC034,AAPL,SELL,2020-05-21,74,329.61,24391.14,LIFO,PROCESSED
TXN0318,ACC024,AMZN,SELL,2023-02-28,37,630.15,23315.55,FIFO,PROCESSED
TXN0319,ACC050,AMZN,BUY,2020-11-04,95,517.04,49118.8,FIFO,PROCESSED
TXN0320,ACC001,META,BUY,2024-04-03,53,67.93,3600.29,LIFO,PROCESSED
TXN0321,ACC032,AAPL,BUY,2023-12-28,95,595.41,56563.95,FIFO,PROCESSED
TXN0322,ACC024,JPM,BUY,2023-04-04,12,82.93,995.16,FIFO,PROCESSED
TXN0323,ACC028,GOOGL,BUY,2021-08-20,65,150.14,9759.1,FIFO,PENDING
TXN0324,ACC029,TSLA,BUY,2020-06-01,41,744.53,30525.73,FIFO,PROCESSED
TXN0325,ACC030,META,SELL,2020-09-04,18,634.95,11429.1,SPEC_ID,PROCESSED
TXN0326,ACC008,MSFT,BUY,2024-07-11,46,773.48,35580.08,FIFO,PROCESSED
TXN0327,ACC006,AMZN,SELL,2022-03-22,91,572.66,52112.06,SPEC_ID,PROCESSED
TXN0328,ACC026,JPM,BUY,2020-07-12,7,557.89,3905.23,LIFO,PROCESSED
TXN0329,ACC015,GOOGL,BUY,2024-08-13,14,,,LIFO,PROCESSED
TXN0330,ACC005,AAPL,BUY,2021-02-08,48,564.71,27106.08,LIFO,ERROR
TXN0331,ACC030,AAPL,BUY,2023-03-21,17,118.98,2022.66,LIFO,PENDING
TXN0332,ACC014,GOOGL,SELL,2021-07-27,93,346.25,32201.25,LIFO,PROCESSED
TXN0333,ACC027,JPM,BUY,2020-06-28,20,75.99,1519.8,FIFO,PROCESSED
TXN0334,ACC041,AAPL,SELL,2024-05-20,50,152.93,7646.5,FIFO,PROCESSED
TXN0335,ACC025,TSLA,BUY,2020-02-23,62,458.39,28420.18,FIFO,PROCESSED
TXN0336,ACC031,META,BUY,2020-11-22,77,214.27,16498.79,FIFO,PENDING
TXN0337,ACC004,AMZN,SELL,2021-12-27,32,542.65,17364.8,FIFO,PROCESSED
TXN0338,ACC038,AAPL,SELL,2023-03-08,23,227.41,5230.43,SPEC_ID,PROCESSED
TXN0339,ACC032,TSLA,BUY,2022-10-01,19,472.33,8974.27,FIFO,PROCESSED
TXN0340,ACC022,AMZN,BUY,2021-11-28,12,,,FIFO,PROCESSED
TXN0341,ACC008,META,BUY,2022-02-04,42,94.67,3976.14,LIFO,PROCESSED
TXN0342,ACC028,JPM,SELL,2020-12-22,76,125.77,9558.52,SPEC_ID,PROCESSED
TXN0343,ACC012,NVDA,SELL,2024-02-12,89,717.2,63830.8,FIFO,PROCESSED
TXN0344,ACC050,AAPL,BUY,2023-05-18,17,183.28,3115.76,FIFO,PROCESSED
TXN0345,ACC048,MSFT,BUY,2021-12-11,79,215.67,17037.93,FIFO,PROCESSED
TXN0346,ACC047,META,SELL,2020-01-24,22,527.14,11597.08,FIFO,ERROR
TXN0347,ACC001,AAPL,SELL,2022-06-16,27,237.16,6403.32,LIFO,PROCESSED
TXN0348,ACC007,JPM,BUY,2020-11-29,22,713.41,15695.02,LIFO,PROCESSED
TXN0349,ACC007,MSFT,SELL,2020-12-14,10,,,LIFO,PROCESSED
TXN0350,ACC039,JPM,BUY,2022-06-02,21,598.99,12578.79,FIFO,PROCESSED
TXN0351,ACC013,NVDA,SELL,2023-09-14,78,717.31,55950.18,FIFO,PROCESSED
TXN0352,ACC010,AAPL,SELL,2020-01-08,39,228.16,8898.24,LIFO,PROCESSED
TXN0353,ACC002,AMZN,BUY,2023-07-31,12,270.91,3250.92,FIFO,PROCESSED
TXN0354,ACC043,TSLA,BUY,2023-08-07,11,405.18,4456.98,SPEC_ID,PROCESSED
TXN0355,ACC017,JPM,SELL,2021-06-23,50,188.66,9433.0,FIFO,PENDING
TXN0356,ACC043,META,SELL,2024-03-29,35,473.18,16561.3,SPEC_ID,PROCESSED
TXN0357,ACC035,JPM,BUY,2022-09-02,30,465.2,13956.0,FIFO,PENDING
TXN0358,ACC034,GOOGL,BUY,2024-03-30,11,,,LIFO,PENDING
TXN0359,ACC003,NVDA,BUY,2023-10-31,23,761.8,17521.4,LIFO,PROCESSED
TXN0360,ACC047,MSFT,BUY,2022-03-05,26,797.95,20746.7,SPEC_ID,PROCESSED
TXN0361,ACC001,NVDA,BUY,2022-04-28,51,464.04,23666.04,FIFO,PENDING
TXN0362,ACC007,MSFT,SELL,2024-11-11,19,474.95,9024.05,SPEC_ID,PROCESSED
TXN0363,ACC031,AAPL,BUY,2021-07-18,45,708.42,31878.9,LIFO,PROCESSED
TXN0364,ACC022,AMZN,BUY,2024-03-07,19,513.68,9759.92,LIFO,PROCESSED
TXN0365,ACC018,JPM,BUY,2024-11-14,35,722.77,25296.95,FIFO,PROCESSED
TXN0366,ACC047,NVDA,BUY,2021-01-19,18,275.36,4956.48,LIFO,PROCESSED
TXN0367,ACC024,AAPL,BUY,2020-05-14,28,735.07,20581.96,FIFO,PROCESSED
TXN0368,ACC002,GOOGL,BUY,2024-11-27,91,430.1,39139.1,FIFO,PROCESSED
TXN0369,ACC018,META,SELL,2022-10-31,8,237.12,1896.96,LIFO,PROCESSED
TXN0370,ACC029,GOOGL,SELL,2023-04-16,82,742.31,60869.42,SPEC_ID,PROCESSED
TXN0371,ACC006,TSLA,BUY,2022-03-02,45,308.19,13868.55,FIFO,PENDING
TXN0372,ACC015,AMZN,SELL,2023-08-27,21,690.37,14497.77,LIFO,PROCESSED
TXN0373,ACC009,GOOGL,BUY,2021-04-03,0,65.04,0.0,FIFO,PROCESSED
TXN0374,ACC028,NVDA,SELL,2022-07-29,78,653.81,50997.18,FIFO,PROCESSED
TXN0375,ACC007,AAPL,SELL,2023-02-23,28,400.02,11200.56,SPEC_ID,PROCESSED
TXN0376,ACC018,META,SELL,2021-06-18,78,262.01,20436.78,FIFO,PROCESSED
TXN0377,ACC039,NVDA,SELL,2023-10-26,25,162.45,4061.25,FIFO,PROCESSED
TXN0378,ACC026,NVDA,BUY,2023-04-09,93,69.09,6425.37,SPEC_ID,PROCESSED
TXN0379,ACC031,META,SELL,2024-09-27,25,307.38,7684.5,FIFO,PROCESSED
TXN0380,ACC017,GOOGL,SELL,2023-09-02,85,707.37,60126.45,FIFO,PROCESSED
TXN0381,ACC022,META,SELL,2023-04-14,29,316.46,9177.34,FIFO,PROCESSED
TXN0382,ACC040,MSFT,SELL,2024-12-26,60,688.41,41304.6,FIFO,PROCESSED
TXN0383,ACC010,GOOGL,BUY,2021-12-02,65,139.86,9090.9,LIFO,PROCESSED
TXN0384,ACC012,MSFT,SELL,2021-11-12,73,719.63,52532.99,FIFO,ERROR
TXN0385,ACC011,GOOGL,SELL,2024-05-27,41,525.87,21560.67,FIFO,PROCESSED
TXN0386,ACC025,AAPL,BUY,2022-12-29,17,510.86,8684.62,FIFO,PROCESSED
TXN0387,ACC013,AAPL,BUY,2023-07-07,94,329.83,31004.02,FIFO,PROCESSED
TXN0388,ACC038,TSLA,BUY,2020-05-13,29,570.14,16534.06,FIFO,PROCESSED
TXN0389,ACC028,GOOGL,SELL,2022-09-30,39,761.35,29692.65,FIFO,PROCESSED
TXN0390,ACC015,AMZN,BUY,2021-03-08,97,191.32,18558.04,FIFO,ERROR
TXN0391,ACC025,TSLA,BUY,2023-05-01,76,428.48,32564.48,FIFO,PROCESSED
TXN0392,ACC029,NVDA,BUY,2023-01-25,85,,,FIFO,PENDING
TXN0393,ACC027,MSFT,SELL,2023-06-29,0,576.4,0.0,SPEC_ID,PROCESSED
TXN0394,ACC008,TSLA,BUY,2024-05-26,90,152.87,13758.3,FIFO,PENDING
TXN0395,ACC013,META,SELL,2021-08-27,64,198.98,12734.72,FIFO,PROCESSED
TXN0396,ACC016,AAPL,BUY,2023-10-07,6,461.1,2766.6,FIFO,PENDING
TXN0397,ACC033,MSFT,BUY,2021-06-08,15,676.42,10146.3,FIFO,PROCESSED
TXN0398,ACC012,AAPL,SELL,2022-01-07,59,791.5,46698.5,FIFO,PROCESSED
TXN0399,ACC009,GOOGL,SELL,2022-01-02,55,603.91,33215.05,LIFO,PROCESSED
TXN0400,ACC008,NVDA,SELL,2022-07-23,80,251.23,20098.4,FIFO,PROCESSED
TXN0401,ACC011,MSFT,BUY,2023-11-26,50,567.43,28371.5,FIFO,PROCESSED
TXN0402,ACC029,GOOGL,SELL,2024-05-14,21,127.78,2683.38,FIFO,PENDING
TXN0403,ACC009,JPM,SELL,2020-08-19,79,71.61,5657.19,LIFO,PROCESSED
TXN0404,ACC044,AMZN,SELL,2022-11-29,57,84.48,4815.36,SPEC_ID,PROCESSED
TXN0405,ACC023,NVDA,BUY,2024-09-14,89,575.44,51214.16,SPEC_ID,PROCESSED
TXN0406,ACC032,GOOGL,BUY,2024-03-18,79,90.92,7182.68,LIFO,PROCESSED
TXN0407,ACC042,NVDA,SELL,2024-07-31,42,230.67,9688.14,FIFO,ERROR
TXN0408,ACC029,META,BUY,2022-10-15,11,394.32,4337.52,FIFO,PENDING
TXN0409,ACC039,TSLA,BUY,2023-09-02,14,352.58,4936.12,LIFO,PROCESSED
TXN0410,ACC036,JPM,SELL,2024-01-06,44,322.51,14190.44,LIFO,PROCESSED
TXN0411,ACC041,TSLA,SELL,2023-12-08,15,,,FIFO,PROCESSED
TXN0412,ACC027,MSFT,SELL,2023-06-05,6,722.66,4335.96,FIFO,PROCESSED
TXN0413,ACC013,META,BUY,2024-03-30,25,140.56,3514.0,LIFO,PENDING
TXN0414,ACC029,JPM,BUY,2022-10-18,6,744.97,4469.82,FIFO,PENDING
TXN0415,ACC033,GOOGL,BUY,2024-02-05,68,602.16,40946.88,FIFO,PROCESSED
TXN0416,ACC025,NVDA,BUY,2021-07-14,14,340.55,4767.7,LIFO,PROCESSED
TXN0417,ACC045,TSLA,SELL,2023-12-28,44,777.87,34226.28,SPEC_ID,PROCESSED
TXN0418,ACC044,GOOGL,BUY,2022-10-28,81,213.01,17253.81,SPEC_ID,PROCESSED
TXN0419,ACC038,NVDA,SELL,2024-12-02,89,527.66,46961.74,LIFO,PROCESSED
TXN0420,ACC013,TSLA,BUY,2021-08-09,2,442.05,884.1,FIFO,PROCESSED
TXN0421,ACC003,META,SELL,2020-07-28,19,679.54,12911.26,SPEC_ID,PROCESSED
TXN0422,ACC016,TSLA,BUY,2022-02-20,87,604.62,52601.94,LIFO,PENDING
TXN0423,ACC001,TSLA,BUY,2023-06-24,54,767.53,41446.62,LIFO,ERROR
TXN0424,ACC035,AMZN,BUY,2021-08-25,29,733.61,21274.69,LIFO,PROCESSED
TXN0425,ACC008,NVDA,BUY,2022-05-27,23,787.59,18114.57,FIFO,PROCESSED
TXN0426,ACC030,GOOGL,BUY,2020-11-10,0,248.18,0.0,FIFO,PROCESSED
TXN0427,ACC032,META,BUY,2024-05-24,77,88.14,6786.78,FIFO,ERROR
TXN0428,ACC027,NVDA,BUY,2021-12-16,68,214.97,14617.96,FIFO,PROCESSED
TXN0429,ACC040,JPM,BUY,2020-08-22,28,547.5,15330.0,FIFO,PROCESSED
TXN0430,ACC003,META,SELL,2024-06-18,58,230.26,13355.08,FIFO,PROCESSED
TXN0431,ACC050,META,SELL,2022-09-23,50,,,FIFO,PROCESSED
TXN0432,ACC011,AAPL,BUY,2021-03-07,38,723.71,27500.98,FIFO,PROCESSED
TXN0433,ACC048,NVDA,BUY,2024-03-09,88,368.16,32398.08,FIFO,PROCESSED
TXN0434,ACC017,MSFT,BUY,2021-06-13,4,394.42,1577.68,LIFO,PROCESSED
TXN0435,ACC008,AAPL,BUY,2024-03-28,50,388.34,19417.0,SPEC_ID,PROCESSED
TXN0436,ACC044,TSLA,BUY,2021-07-30,6,575.66,3453.96,LIFO,PROCESSED
TXN0437,ACC009,NVDA,SELL,2023-07-22,49,346.33,16970.17,FIFO,PROCESSED
TXN0438,ACC024,AAPL,BUY,2020-09-09,39,557.97,21760.83,FIFO,PENDING
TXN0439,ACC014,META,BUY,2022-04-25,1,479.54,479.54,SPEC_ID,PROCESSED
TXN0440,ACC012,AAPL,SELL,2023-08-13,19,170.72,3243.68,SPEC_ID,PROCESSED
TXN0441,ACC032,META,SELL,2020-09-19,10,267.99,2679.9,FIFO,PROCESSED
TXN0442,ACC022,TSLA,BUY,2023-03-04,13,263.85,3430.05,SPEC_ID,PROCESSED
TXN0443,ACC015,NVDA,SELL,2024-09-16,47,655.77,30821.19,FIFO,ERROR
TXN0444,ACC050,TSLA,SELL,2023-02-03,18,559.69,10074.42,FIFO,PROCESSED
TXN0445,ACC035,AMZN,SELL,2024-02-11,23,534.16,12285.68,FIFO,PROCESSED
TXN0446,ACC038,NVDA,BUY,2020-03-16,94,106.55,10015.7,SPEC_ID,PROCESSED
TXN0447,ACC024,NVDA,BUY,2024-12-30,34,457.6,15558.4,SPEC_ID,ERROR
TXN0448,ACC024,AAPL,BUY,2024-10-02,94,692.87,65129.78,SPEC_ID,PROCESSED
TXN0449,ACC037,GOOGL,SELL,2022-01-04,88,174.38,15345.44,FIFO,PROCESSED
TXN0450,ACC043,AMZN,SELL,2022-03-05,29,621.1,18011.9,LIFO,PROCESSED
TXN0451,ACC034,TSLA,SELL,2023-03-31,59,711.16,41958.44,SPEC_ID,PROCESSED
TXN0452,ACC005,TSLA,SELL,2021-04-01,73,180.39,13168.47,SPEC_ID,PROCESSED
TXN0453,ACC039,AAPL,BUY,2022-06-19,52,314.67,16362.84,FIFO,PENDING
TXN0454,ACC024,MSFT,BUY,2022-04-29,30,107.82,3234.6,FIFO,PROCESSED
TXN0455,ACC042,NVDA,BUY,2021-05-14,93,135.0,12555.0,FIFO,PROCESSED
TXN0456,ACC037,GOOGL,BUY,2020-12-06,17,480.11,8161.87,FIFO,PROCESSED
TXN0457,ACC047,TSLA,BUY,2021-03-19,24,437.48,10499.52,LIFO,PROCESSED
TXN0458,ACC039,GOOGL,BUY,2023-06-30,78,794.58,61977.24,SPEC_ID,PENDING
TXN0459,ACC005,AMZN,SELL,2022-02-28,34,175.79,5976.86,FIFO,PROCESSED
TXN0460,ACC010,MSFT,BUY,2022-09-01,14,62.42,873.88,SPEC_ID,PROCESSED
TXN0461,ACC031,GOOGL,BUY,2024-05-05,77,79.28,6104.56,LIFO,PROCESSED
TXN0462,ACC031,NVDA,SELL,2023-04-21,67,365.51,24489.17,SPEC_ID,PENDING
TXN0463,ACC006,TSLA,SELL,2021-06-11,13,369.12,4798.56,FIFO,PROCESSED
TXN0464,ACC001,NVDA,BUY,2023-11-09,1,581.86,581.86,FIFO,PROCESSED
TXN0465,ACC035,NVDA,SELL,2023-06-07,53,321.7,17050.1,FIFO,PROCESSED
TXN0466,ACC012,META,SELL,2021-06-03,88,348.09,30631.92,FIFO,PROCESSED
TXN0467,ACC043,MSFT,BUY,2022-07-03,74,308.27,22811.98,FIFO,PROCESSED
TXN0468,ACC045,AAPL,BUY,2022-03-07,13,210.84,2740.92,FIFO,PROCESSED
TXN0469,ACC017,AMZN,SELL,2020-06-12,12,667.44,8009.28,SPEC_ID,PROCESSED
TXN0470,ACC019,AAPL,BUY,2023-08-04,5,593.37,2966.85,LIFO,ERROR
TXN0471,ACC013,AAPL,BUY,2023-06-13,57,58.03,3307.71,FIFO,PENDING
TXN0472,ACC018,NVDA,SELL,2023-10-03,87,,,LIFO,PROCESSED
TXN0473,ACC006,TSLA,SELL,2021-12-12,52,489.56,25457.12,FIFO,PROCESSED
TXN0474,ACC017,GOOGL,SELL,2022-11-02,29,504.77,14638.33,FIFO,PROCESSED
TXN0475,ACC017,TSLA,SELL,2022-02-11,72,104.29,7508.88,SPEC_ID,PROCESSED
TXN0476,ACC030,AAPL,SELL,2020-08-26,62,627.48,38903.76,FIFO,PROCESSED
TXN0477,ACC021,NVDA,SELL,2022-11-23,9,337.0,3033.0,SPEC_ID,PROCESSED
TXN0478,ACC048,META,BUY,2023-02-09,2,575.61,1151.22,FIFO,PROCESSED
TXN0479,ACC048,AMZN,SELL,2024-02-18,61,285.4,17409.4,FIFO,PROCESSED
TXN0480,ACC016,META,BUY,2024-05-14,31,601.57,18648.67,FIFO,PENDING
TXN0481,ACC049,AAPL,SELL,2022-01-30,16,740.14,11842.24,SPEC_ID,PROCESSED
TXN0482,ACC032,GOOGL,SELL,2022-03-25,41,419.26,17189.66,FIFO,ERROR
TXN0483,ACC035,AAPL,SELL,2022-03-17,97,482.5,46802.5,FIFO,PROCESSED
TXN0484,ACC001,AMZN,SELL,2023-04-04,59,782.38,46160.42,FIFO,PROCESSED
TXN0485,ACC018,JPM,SELL,2022-01-19,42,321.2,13490.4,FIFO,PENDING
TXN0486,ACC026,TSLA,SELL,2021-01-03,64,367.96,23549.44,SPEC_ID,PROCESSED
TXN0487,ACC016,NVDA,SELL,2021-02-05,17,784.45,13335.65,FIFO,PROCESSED
TXN0488,ACC041,META,SELL,2021-09-06,95,162.16,15405.2,FIFO,PENDING
TXN0489,ACC014,TSLA,SELL,2024-09-14,72,693.88,49959.36,FIFO,PROCESSED
TXN0490,ACC017,META,BUY,2022-04-23,58,608.44,35289.52,FIFO,PROCESSED
TXN0491,ACC042,GOOGL,SELL,2021-12-28,45,700.53,31523.85,FIFO,ERROR
TXN0492,ACC040,TSLA,SELL,2023-07-17,87,432.83,37656.21,FIFO,PROCESSED
TXN0493,ACC026,MSFT,BUY,2020-11-27,22,530.44,11669.68,FIFO,ERROR
TXN0494,ACC026,TSLA,SELL,2024-05-18,30,285.11,8553.3,FIFO,PROCESSED
TXN0495,ACC002,GOOGL,BUY,2023-09-17,96,490.19,47058.24,FIFO,ERROR
TXN0496,ACC005,JPM,BUY,2020-02-23,96,575.52,55249.92,LIFO,PROCESSED
TXN0497,ACC042,NVDA,SELL,2021-04-14,68,623.75,42415.0,FIFO,PROCESSED
TXN0498,ACC002,AAPL,SELL,2024-10-28,95,263.13,24997.35,FIFO,PROCESSED
TXN0499,ACC009,GOOGL,SELL,2023-07-16,61,400.4,24424.4,SPEC_ID,PENDING
TXN0500,ACC035,AMZN,BUY,2022-06-23,56,442.59,24785.04,FIFO,PROCESSED
